nl_clip,regexp
words that start with  'ghay' and end with  'r',ghay.*r
words that start with  'gh' and followed by 'o' or 'u' and end with  'r',gh.*[ou].*r
words that start with  'g' and followed by 'r' and 'fik' end with  'r',g.*r.*(?:r|fik)
words that start with  'g' and followed by 'n' and end with  'j' or 'jh',g.*n.*(?:j|jh)
words that start with  'g' and followed by 'n' and 'j' and end with  'dar',g.*n.*j.*dar
words that start with  'gul' and followed by 'u' and end with  'l',gul.*u.*l
words that start with  'gul' and followed by 'r' and end with  'ng',gul.*r.*ng
words that start with  'gul' and followed by 'r' and end with  'z',gul.*r.*z
words that start with  'gu' and followed by 'lf' and end with  'am',gu.*lf.*am
words that start with  'gu' and followed by 'm' and end with  'n',gu.*m.*n
words that start with  'ha' and followed by 's' and end with  'l',ha.*s.*l
words that start with  'h' and followed by 'z' and end with  'r',h.*z.*r
words that start with  'ha' and followed by 'z' and 'r dim' or 'r dm' or 'r dam' and end with  'g' or 'gh',ha.*z.*(?:r dim|r dm|r dam).*(?:g|gh)
words that start with  'ha' and followed by 'z' and 'r dim' or 'r dm' or 'r dam' and end with  'ghi' or 'gi',ha.*z.*(?:r dim|r dm|r dam).*(?:ghi|gi)
words that start with  'ha' and followed by 'z' and 'r jaw' or 'r jw' and end with  'ab',ha.*z.*(?:r jaw|r jw).*ab
words that start with  'ha' and followed by 'z' and 'r jaw' or 'r jw' and end with  'abi',ha.*z.*(?:r jaw|r jw).*abi
words that start with  'hak' and followed by 'bak' ,hak.*bak
words that start with  'ha' and followed by 'lat e' and 's' and end with  'kun' or 'koon' ,ha.*lat e.*s.*(?:kun|koon)
words that start with  'ham' and followed by 'ya' and end with  'ti' ,ham.*ya.*ti
words that start with  'h' and followed by 'm' and end with  'd' ,h.*m.*d
words that start with  'ham' or 'hm' or 'hum' and followed by 'd o s' and end with  'na' ,(?:ham|hm|hum).*d o s.*na
words that start with  'h' and followed by 'md' and end with  'rd' ,h.*md.*rd
words that start with  'h' and followed by 'm' and 'v' or 'w' and end with  'r' ,h.*m.*[vw].*r
words that start with  'h' and followed by 's' and 'n' and end with  'a' ,h.*s.*n.*a
words that start with  'ha' and followed by 'sa' and 'n' and end with  'a' ,ha.*sa.*n.*a
words that start with  'han' and followed by 's'  and end with  'i' ,han.*s.*i
words that start with  'h' and end with  'k' or 'q' ,h.*[kq]
words that start with  'h' and end with  'k' or 'q'  and end with  'go' or 'gu',h.*[kq].*(?:go|gu)
words that start with  'h' and end with  'k' or 'q'  and 'par' and end with  'st',h.*[kq].*par.*st
words that start with  'h' and end with  'k' or 'q'  and 'par' and end with  'sti',h.*[kq].*par.*sti
words that start with  'h' and end with  'k' or 'q'  and 'par m' or 'per m' and end with  'bni',h.*[kq].*(?:par m|per m).*bni
words that start with  'h' and end with  'k' or 'q'  and 'yaf' and end with  'ta',h.*[kq].*yaf.*ta
words that start with  'h' and end with   'q'  and 'iq' or 'eq' and end with  't',h.*q.*(?:iq|eq).*t
words that start with  'h' and end with   'q'  and 'iq' or 'eq' and end with  'i',h.*q.*(?:iq|eq).*i
words that start with  'har' and end with   'dil'  and 'az' and end with  'z',har.*dil.*az.*z
words that start with  'hasb' and followed by ' e ' and end with  'hish',hasb.* e .*hish
words that start with  'has' and followed by 'e' and end with  'n',has.*e.*n
words that start with  'h' and followed by 'ash' and 'b' and end with  'ash',h.*ash.*b.*ash
words that start with  'h' and followed by and end with  's',h.*.*s
words that start with  'h' and followed by 'sl' and end with  'wala',h.*sl.*wala
words that start with  'haya' and followed by 't e n' and end with  'u' or 'o',haya.*t e n.*[uo]
words that start with  'he' and followed by 'r' and end with  'a',he.*r.*a
words that start with  'h' and followed by 'ra' and end with  'n',h.*ra.*n
words that start with  'h' and followed by 'rat ang' and end with  'z',h.*rat ang.*z
words that start with  'h' and followed by 'rat za' and end with  'da' or 'dah',h.*rat za.*(?:da|dah)
words that start with  'h' and followed by 'day' and end with  'at',h.*day.*at
words that start with  'h' and followed by 'faz' and end with  't',h.*faz.*t
words that start with  'h' and end with  'jab' or 'jaab',h.*(?:jab|jaab)
words that start with  'h' and followed by 'la' and 'm' and end with  'la',h.*la.*m.*la
words that start with  'h' and followed by 'maya' and end with  't',h.*maya.*t
words that start with  'h' and followed by 'm' and end with  'yati',h.*m.*yati
words that start with  'h' and followed by 'm' and end with  't',h.*m.*t
words that start with  'him' and followed by 'at' and 'wala',him.*at.*wala
words that start with  'h' and followed by 'ba' and end with  'ho' or 'hu',h.*ba.*(?:ho|hu)
words that start with  'h' and followed by 'naha' and end with  'r',h.*naha.*r
words that start with  'ho' or 'hu' and followed by 'sh' and end with  'ar',(?:ho|hu).*sh.*ar
words that start with  'h' and followed by 'sh' and end with  'ari',h.*sh.*ari
words that start with  'h' and followed by 's' and end with  'la',h.*s.*la
words that start with  'h' and followed by 'km' and end with  'i',h.*km.*i
words that start with  'huk' and followed by 'm' and end with  'ena',huk.*m.*ena
words that start with  'hum' and followed by 'ahan' and end with  'g',hum.*ahan.*g
words that start with  'hum' and followed by 'ahan' and end with  'gi',hum.*ahan.*gi
words that start with  'h' and followed by 'md' or 'm d' and end with  'rd',h.*(?:md|m d).*rd
words that start with  'h' and followed by 'mr' and end with  'z',h.*mr.*z
words that start with  'h' and followed by 'n' and end with  'r',h.*n.*r
words that start with  'h' and followed by 'nr' and end with  'mand',h.*nr.*mand
words that start with  'h' and followed by 'nr m' or 'nrm' and end with  'ndana',h.*(?:nr m|nrm).*ndana
words that start with  'h' and followed by 'rm' and end with  't',h.*rm.*t
words that start with  'husn' or 'husan' and followed by 'khidm' and end with  't',(?:husn|husan).*khidm.*t
words that start with  'h' and followed by 's' and end with  'n',h.*s.*n
words that start with  'h' and followed by 's' and end with  'l',h.*s.*l
words that start with  'h' and followed by 'l e m' and end with  'qsad',h.*l e m.*qsad
words that start with  'h' and followed by 'z' and end with  'r',h.*z.*r
words that start with  'h' and followed by 'r w' and end with  'ala',h.*r w.*ala
words that start with  'i' or 'e' and followed by 'bt' and end with  'da',[ie].*bt.*da
words that start with  'i' or 'a' or 'e' and followed by 'dr' and end with  'ak',[iae].*dr.*ak
words that start with  'i' or 'e' and followed by 'j' and end with  'd',[ie].*j.*d
words that start with  'i' or 'a' and followed by 'khlaq' and end with  'i',[ia].*khlaq.*i
words that start with  'i' or 'a' and followed by 'khlaq' and end with  'at',[ia].*khlaq.*at
words that start with  'in' or 'an' or 'en' and end with  'at',(?:in|an|en).*at
words that start with  'ink' and followed by 'sa' and end with  're' or 'ri',ink.*sa.*(?:re|ri)
words that start with  'ink' and followed by 'sh' and end with  'f',ink.*sh.*f
words that start with  'inq' and followed by 'lab' and end with  'i' or 'e',inq.*lab.*[ie]
words that start with  'insa' and followed by 'niy' and end with  't',insa.*niy.*t
words that start with  'int' and followed by 'ha' and end with  'e' or 'i',int.*ha.*[ei]
words that start with  'iqti' and followed by 'dar' and end with  'ala',iqti.*dar.*ala
words that start with  'i' and followed by 'sla' and end with  'h',i.*sla.*h
words that start with  'i' and followed by 'sla' and 'k' and end with  'rna',i.*sla.*k.*rna
words that start with  'i' and followed by 'sla' and end with  'hi' or 'he',i.*sla.*(?:hi|he)
words that start with  'ist' and followed by 'qb' and end with  'l',ist.*qb.*l
words that start with  'i' or 'a' or 'e' and followed by 'ta' and end with  't',[iae].*ta.*t
words that start with  'it' and followed by 'h' and end with  'd',it.*h.*d
words that start with  'itm' and followed by 'n' and end with  'an',itm.*n.*an
words that start with  'it' and followed by 'f' and end with  'q',it.*f.*q
words that start with  'i' or 'a' and followed by 'z' and end with  'fa',[ia].*z.*fa
words that start with  'i' and followed by 'z' and end with  't',i.*z.*t
words that start with  'iz' and followed by 't afz' and end with  'i' or 'e',iz.*t afz.*[ie]
words that start with  'ja' and followed by 'n f' and end with  'shani',ja.*n f.*shani
words that start with  'ja' and followed by 'zib' and 'naz' or 'nz' and 'nand end with  'r',ja.*zib.*(?:naz|nz).*nand end with  
words that start with  'j' and followed by 'i' or 'y' and end with  'z',j.*[iy].*z
words that start with  'jal' and followed by 'al' and 'qad' and end with  'r',jal.*al.*qad.*r
words that start with  'j' and followed by 'n' and 'b' and end with  'ala',j.*n.*b.*ala
words that start with  'j' and followed by 'nash' and end with  'n',j.*nash.*n
words that start with  'j' and followed by 'sh' and end with  'n',j.*sh.*n
words that start with  'j' and followed by 'y' or 'i' and end with  'la',j.*[yi].*la
words that start with  'jaz' and followed by 'b n' or 'bn' and end with  'r',jaz.*(?:b n|bn).*r
words that start with  'j' and followed by 'h' and end with  'r',j.*h.*r
words that start with  'j' and followed by 'no' or 'nu' and end with  'n',j.*(?:no|nu).*n
words that start with  'j' and followed by 'z' and end with  'a',j.*z.*a
words that start with 'kh' and followed by 'bs' and end with  'rat',kh.*bs.*rat
words that start with  'kam' and followed by 'i' or 'y' and end with  'b',kam.*[iy].*b
words that start with  'kam' and followed by 'i' or 'y' and end with  'bi',kam.*[iy].*bi
words that start with  'kh' and followed by 'l' and end with  's',kh.*l.*s
words that start with  'kh' and end with  'sh',kh.*sh
words that start with  'khu' and followed by 'sh',khu.*sh
words that start with  'kh' and end with  'ish',kh.*ish
words that start with  'm' and contain substrig 'hf' and end with  'z',m.*hf.*z
words that start with  'malk' and followed by 't' and end with  'i',malk.*t.*i
words that start with  'mam' and followed by 'o' or 'u' and end with  'n',mam.*[ou].*n
words that start with  'mam' and followed by 'o' or 'u' and end with  'r' or 're',mam.*[ou].*(?:r|re)
words that start with  'm' and end with  'l',m.*l
words that start with  'm' and followed by 'jm' and end with  'a',m.*jm.*a
words that start with  'ma' and followed by 'nz' and end with  'ri',ma.*nz.*ri
words that start with  'ma' and followed by 'r' and end with  'f',ma.*r.*f
words that start with  'ma' and followed by 's' and end with  'd',ma.*s.*d
words that start with  'ma' and followed by 's' and end with  'm',ma.*s.*m
words that start with  'ma' and followed by 'sr' and end with  'r',ma.*sr.*r
words that start with  'm' and followed by 'z' and end with  'k' or 'q',m.*z.*[kq]
words that start with  'm' and followed by 'z' and end with  'e' or 'y',m.*z.*[ey]
words that start with  'm' and followed by 'h' and 'r' and end with  'ban',m.*h.*r.*ban
words that start with  'm' and followed by 'hb' and end with  'ob or 'ub',m.*hb.*ob or 
words that start with  'm' and followed by 'hn' and end with  't',m.*hn.*t
words that start with  'm' and followed by 'la' and end with  'n',m.*la.*n
words that start with  'm' and followed by 'ya' and end with  'r',m.*ya.*r
words that start with  'm' and followed by 'sal' and end with  'i',m.*sal.*i
words that start with  'm' and followed by 's' and end with  'l',m.*s.*l
words that start with  'm' and followed by 'th' and end with  'a',m.*th.*a
words that start with  'm' and followed by 'z' and end with  'j',m.*z.*j
words that start with  'mo' and followed by 'tab' and end with  'r',mo.*tab.*r
words that start with  'mo' and followed by 'h' and end with  'r',mo.*h.*r
words that start with  'm' and followed by 'j' and 'z' and end with  'a',m.*j.*z.*a
words that start with  'mo' and followed by 'z' and end with  'u' or 'o',mo.*z.*[uo]
words that start with  'mo' and followed by 'z' and end with  'n' or 'u',mo.*z.*[nu]
words that start with  'm' and followed by 'v' or 'w' and end with  'in',m.*[vw].*in
words that start with  'm' and followed by 'wz' or 'z' and end with  'a',m.*(?:z|wz).*a
words that start with  'mo' or 'mu' and followed by 'z' and end with  'z',(?:mo|mu).*z.*z
words that start with  'm' and followed by 'bar' and end with  'k',m.*bar.*k
words that start with  'm' and followed by 'f' and end with  'd',m.*f.*d
words that start with  'm' and followed by 'haf' and end with  'z',m.*haf.*z
words that start with  'm' and followed by 'h' and end with  't',m.*h.*t
words that start with  'm' and followed by 'hk' and end with  'm',m.*hk.*m
words that start with  'm' and followed by 'kaf' and end with  'at',m.*kaf.*at
words that start with  'm' and followed by 'mt' and end with  'z',m.*mt.*z
words that start with  'm' and followed by 'q' and end with  'dar',m.*q.*dar
words that start with  'm' and followed by 'ra' and end with  'd',m.*ra.*d
words that start with  'm' and followed by 'sb' and end with  't',m.*sb.*t
words that start with  'm' and followed by 'tab' and end with  'iq' or 'ik',m.*tab.*(?:iq|ik)
words that start with  'mat' or 'mut' and followed by 'waz' and end with  'n',(?:mat|mut).*waz.*n
words that start with  'm' and followed by 'zaf' and end with  'r',m.*zaf.*r
words that start with  'n' and followed by 'z' and end with  'k',n.*z.*k
words that start with  'n' and followed by 'f' and end with  'a',n.*f.*a
words that start with  'n' and followed by 'a' or 'e' and end with  'k',n.*[ae].*k
words that start with  'n' and followed by 'm' and 'da' and end with  'r',n.*m.*da.*r
words that start with  'n' and followed by 'm' and end with  'na',n.*m.*na
words that start with  'n' and followed by 'ti' or 'te' and end with  'ja',n.*(?:ti|te).*ja
words that start with  'n' and followed by 'k' and end with  'i',n.*k.*i
words that start with  'n' and followed by 'ha' and end with  'yat',n.*ha.*yat
words that start with  'o' or 'u' and followed by 'n' and end with  'cha',[ou].*n.*cha
words that start with  'p' and followed by 'a' and end with  's',p.*a.*s
words that start with  'pa' and followed by 'id' or 'ed' and end with  'ar',pa.*(?:id|ed).*ar
words that start with  'p' and end with  'sh',p.*sh
words that start with  'p' and followed by 'a' and end with  'k',p.*a.*k
words that start with  'pak' and followed by 'i' or 'e' and end with  'za',pak.*[ie].*za
words that start with  'par' and followed by 's' and end with  'tar',par.*s.*tar
words that start with  'p' and followed by 's' and end with  'nd',p.*s.*nd
words that start with  'pz' and followed by 'z' and end with  'r',pz.*z.*r
