nl_clip,regexp
words that start with string 'b' and contain substring 'l' and 'nd' and end with string 'tar',B(?:oland o bortar|ul(?:and O Ba|und o bo)rtar)
words that start with string 'b' and contain substring 'l' and 'nd' and end with string 'shaan',B(?:oland shaan|ul(?:and S|und s)haan)
words that start with string 'b' and contain substring 'l' and 'n' and end with string 'di',B(?:olandi|ul[au]ndi)
words that start with string 'b' and contain substring 'n' and 'ya' and end with string 'di' or 'de',B(?:oo?nyadi|unyad(?:ee|i))
words that start with string 'b' and contain substring 'r' and 'b' and end with string 'd',Burdb(?:(?:aa|e)|a)r
words that start with string 'b' and contain substring 'r' and 'b' and end with string 'di',Burdba(?:ar[iy]|ree)
words that start with string 'b' and contain substring 'z' and 'r' and end with string 'g',B(?:uz(?:oo|u)rg|ozorg)
words that start with string 'b' and contain substring 'z' and 'r' and end with string 'gana',B(?:uz(?:oo|u)rgana|ozorgana)
words that start with string 'b' and contain substring 'z' and 'r' and end with string 'gi',B(?:uzurgii?|ozorgi)
words that start with string 'ch' and contain substring 'k o ch' or 'koch' and end with string 'nd',Cha(?:a(?:k o|q O) Choband|k o Chob[eu]nd)
words that start with string 'cha' and contain substring 's' and end with string 'ni',Cha(?:ash|sh?)ni
words that start with string 'chab' and contain substring 'kd' and end with string 'st',Chab(?:akd[au]|ukda)st
words that start with string 'ch' and contain substring 'h' and end with string 't',Ch(?:hahu|ah[ae])t
words that start with string 'ch' and contain substring 'i' or 'y' and end with string 'n',Cha(?:[iy])?n
words that start with string 'ch' and contain substring 'l' and end with string 'k',Ch(?:alaa?|laa)k
words that start with string 'ch' and contain substring 'l' and end with string 'ki',Ch(?:alaa?ki|laki)
words that start with string 'ch' and contain substring 'm' and end with string 'k',cham(?:akk?|mak|uck)
words that start with string 'ch' and contain substring 'k' and end with string 'la',chamk(?:ee|i)la
words that start with string 'ch' and contain substring 'n' and end with string 'dah' or 'da',ch(?:andah?|unda|nda)
words that start with string 'ch' and contain substring 'pl' and end with string 'si',cha(?:apl(?:oo|u)|ploo)si
words that start with string 'ch' and contain substring 'r' and end with string 'cha',ch(?:[aeu])?rcha
words that start with string 'ch' and contain substring 'tk' and end with string 'ra',ch(?:utkaa?|hutka)ra
words that start with string 'ch' and contain substring 'k' and end with string 'na',ch(?:okann?|ukann)a
words that start with string 'ch' and contain substring 'k' and end with string 's',chok[ua]ss?
words that start with string 'da' and contain substring 'w' and end with string 'a' or 'i' or 'e',dawa(?:y[ei]|[ae])?
words that start with string 'd' and contain substring 'n' and end with string 'g',d(?:angg?|ungg)
words that start with string 'd' and contain substring 'rkh and end with string 'st',darkh(?:asa?|was)t
words that start with string 'd' and contain substring 'r' and end with string 'dil',dar(?:i?y|i)a dil
words that start with string 'd' and contain substring 'stg' and end with string 'ir' or 'er',d(?:astg(?:ee|i)|ustgi)r
words that start with string 'd' and contain substring 'ya' and end with string 'nat',d[ai]yanat
words that start with string 'd' and contain substring 'da' and end with string 'r',d(?:(?:ee|i)daa|edaa?)r
words that start with string 'd' and contain substring 'n' and 'd' and end with string 'ar',d(?:eend|inda)ar
words that start with string 'd' and contain substring 'rkh' and ''sh' and end with string 'nda' or 'dah',D(?:erkhshandah|arkhshanda)
words that start with string 'd' and contain substring 'v' or 'w' and end with string 'ta',de[vow]ta
words that start with string 'dil' and contain substring 'far' and end with string 'b',Dil Far(?:ai|e)b
words that start with string 'dil' and contain substring 'far' and end with string 'bi',Dil Far(?:ai|e)bi
words that start with string 'dil' and contain substring 'nash' and end with string 'n',Dil Nash(?:ee|i)ni
words that start with string 'dil' and contain substring 'p' and end with string 'nd',Dil p(?:asa|s)nd
words that start with string 'd' and contain substring 'l' and end with string 'r',d(?:ilai|ale)r
words that start with string 'd' and contain substring 'lch' and end with string 'sp',dil(?:lcha|ch[au])sp
words that start with string 'dil' and contain substring 'paz' and end with string 'r',dilpaz(?:ee|i)r
words that start with string 'd' and contain substring 'l' and end with string 'ri',d(?:il(?:ai|e)ri|aleri)
words that start with string 'd' and contain substring 'bar' and end with string 'a',d(?:obarah?|ubara)
words that start with string 'd' and contain substring 'r' or 'and' and end with string 'sh',D(?:oor ande|ur andai)sh
words that start with string 'd' and contain substring 'r' or 'and' and end with string 'shi',D(?:oor ande|ur andai)shi
words that start with string 'd' and contain substring 'u' or 'a' or 'w' and end with string 'a',d(?:u(?:aa?|wa)|owa)
words that start with string 'd' and contain substring 'r' and end with string 'st',d(?:arusa?|urus)t
words that start with string 'd' and contain substring 'r' and end with string 'sti',d(?:[au])?rusti
words that start with string 'e' or 'i' or 'a' and contain substring 'jaz',(?:(?:ejaa?|(?:a?i|a)ja)|Ijaa)z
words that start with string 'e' or 'i' or 'a' and contain substring 'jad',(?:[Ia]ja|ej)ad
words that start with string 'e' or 'i' or 'a' and contain substring 'jadi',(?:Ija|ej)adi
words that start with string 'f' and contain substring 'd' and end with string 'a',f(?:a[eiy]da|yda)
words that start with string 'fa' and contain substring 'kh' and 'r' and end with string 'ya' or 'ia',fakh(?:ari?ya|ria)
words that start with string 'fa' and contain substring 'kh' and end with string 'r',Fakh(?:[ae])?r
words that start with string 'fas' and contain substring 'h',Fas(?:ee|i)h
words that start with string 'fat' and contain substring 'h',Fat[ae]h
words that start with string 'fat' and contain substring 'mand',Fat(?:ah Mandi|eh Mand[ei])
words that start with string 'f' and contain substring 'y' or 'i' and end with string 'z',F(?:ayy?az|iaz)
words that start with string 'f' and contain substring 'h' and end with string 'm',Feha?m
words that start with string 'f' and contain substring 'ras' and end with string 'at',F[ai]rasat
words that start with string 'fo' and contain substring 'r' and end with string 'i',fo(?:[auw])?ri
words that start with string 'fo' and contain substring 'r' and end with string 'n',For[au]n
words that start with string 'f' and contain substring 'tu' or 'to' and end with string 'at',F(?:atuhaa?t|tohat)
words that start with string 'g' and contain substring 'r' and 'm' and end with string 'joshi',g(?:a(?:arm j|ram J)oshi|rm joshi)
words that start with string 'g' and contain substring 'r' and 'm' and end with string 'joshi',g(?:a(?:armjoshi|ram[gj]oshi)|rmjoshi)
words that start with string 'g' and contain substring 'rw' and end with string 'da' or 'dah',garw(?:e(?:edah|d(?:ha|ah))|idh?a)
words that start with string 'g' and contain substring 'v' and end with string 'ra' or 'rah',ga(?:wa(?:arah|rah?)|varah?)
words that start with string 'g' and contain substring 'hr' and end with string 'a',g(?:ehraa?|ahra)
words that start with string 'g' and contain substring 'hr' and end with string 'i',g(?:ehr(?:ee|i)|ahri)
words that start with string 'g' and contain substring 'hra' and end with string 'i' or 'e',g(?:ahra(?:ye|[ei])|ehra[ei])
words that start with string 'g' and contain substring 'hra' and end with string 'dost',g(?:ehraa? dost|ahra dost)
words that start with string 'g' and contain substring 'hri' and end with string 'dost'i,g(?:ehr(?:ee|i) dosti|ahri dosti)
words that start with string 'gh' and contain substring 'r mash' and end with string 't',gh(?:(?:air mashr(?:oo|u)|ar mashroo)|er mashroo)t
words that start with string 'gha' and contain substring 'm' and end with string 'dood' or 'dud',gha(?:(?:ir mahd(?:oo|u)|ir mehdoo)|r mehdoo)d
words that start with string 'g' and contain substring 'muta' and end with string 'sib',gha(?:ir mutass?ib|r mutasib)
words that start with string 'gham' and contain substring 'kh' and end with string 'ri',gham kh(?:a[vw]ari|[uw]ari)
words that start with string 'g' and contain substring 'n' and end with string 'i',g(?:hann?i|on[iy])
words that start with string 'g' and contain substring 'z' and end with string 'i',gh?aa?zi
words that start with string 'ghay' and end with string 'r',ghay(?:y(?:oo|u)r|(?:oo|u)r)
words that start with string 'gh' and contain substring 'o' or 'u' and end with string 'r',gh(?:ou?|au)r
words that start with string 'g' and contain substring 'r' and 'fik' end with string 'r',g(?:ho(?:ur |r)o fikar|oro fikr)
words that start with string 'g' and contain substring 'n' and end with string 'j' or 'jh',g(?:o(?:(?:njh|onj)|nj)|unjh)
words that start with string 'g' and contain substring 'n' and 'j' and end with string 'dar',g(?:oonjh? daar|unjh dar)
words that start with string 'gul' and contain substring 'u' and end with string 'l',gu(?:ll?|ul)
words that start with string 'gul' and contain substring 'r' and end with string 'ng',gul(?:l ra| r[au])ng
words that start with string 'gul' and contain substring 'r' and end with string 'z',gul(?:lrai|r(?:ai|e))z
words that start with string 'gu' and contain substring 'lf' and end with string 'am',gul(?:lfaa|faa?)m
words that start with string 'gu' and contain substring 'm' and end with string 'n',gum(?:aa?|ma)n
words that start with string 'ha' and contain substring 's' and end with string 'l',ha(?:sill?|asil)
words that start with string 'h' and contain substring 'z' and end with string 'r',ha(?:azi|z[ei])r
words that start with string 'ha' and contain substring 'z' and 'r dim' or 'r dm' or 'r dam' and end with string 'g' or 'gh',ha(?:azir dima(?:ag|gh)|zirdimaag)
words that start with string 'ha' and contain substring 'z' and 'r dim' or 'r dm' or 'r dam' and end with string 'ghi' or 'gi',ha(?:azir dimagh?i|zir dimagh?i)
words that start with string 'ha' and contain substring 'z' and 'r jaw' or 'r jw' and end with string 'ab',ha(?:azir jawaa?b|zir jaww?ab)
words that start with string 'ha' and contain substring 'z' and 'r jaw' or 'r jw' and end with string 'abi',ha(?:zir jawaa?|azir jawa)bi
words that start with string 'hak' and contain substring 'bak' ,hak(?:aa baka|ka bakk)a
words that start with string 'ha' and contain substring 'lat e' and 's' and end with string 'kun' or 'koon' ,ha(?:alat e sa|lat e s[au])koon
words that start with string 'ham' and contain substring 'ya' and end with string 'ti' ,hama(?:a?i|ya)ti
words that start with string 'h' and contain substring 'm' and end with string 'd' ,hama?d
words that start with string 'ham' or 'hm' or 'hum' and contain substring 'd o s' and end with string 'na' ,hama?d o sana
words that start with string 'h' and contain substring 'md' and end with string 'rd' ,h(?:(?:amdara?|amder)d|umd[ae]rd)
words that start with string 'h' and contain substring 'm' and 'v' or 'w' and end with string 'r' ,ham(?:waa?r|var)
words that start with string 'h' and contain substring 's' and 'n' and end with string 'a' ,han?sna
words that start with string 'ha' and contain substring 'sa' and 'n' and end with string 'a' ,hansanaa?
words that start with string 'han' and contain substring 's'  and end with string 'i' ,hansii?
words that start with string 'h' and end with string 'k' or 'q' ,ha(?:qq?|aq)
words that start with string 'h' and end with string 'k' or 'q'  and end with string 'go' or 'gu',ha(?:qq?|aq) go
words that start with string 'h' and end with string 'k' or 'q'  and 'par' and end with string 'st',ha(?:q(?:q para| paru)st|aq par[au]st)
words that start with string 'h' and end with string 'k' or 'q'  and 'par' and end with string 'sti',ha(?:aq par(?:usti|ast)i|q(?:q para| paru)sti)
words that start with string 'h' and end with string 'k' or 'q'  and 'par m' or 'per m' and end with string 'bni',ha(?:q(?:q per mu| par ma)bni|aq pr mabni)
words that start with string 'h' and end with string 'k' or 'q'  and 'yaf' and end with string 'ta',ha(?:aq yaftaa?|q yafta)
words that start with string 'h' and end with string  'q'  and 'iq' or 'eq' and end with string 't',h(?:aq[eq]eqat|qeqat)
words that start with string 'h' and end with string  'q'  and 'iq' or 'eq' and end with string 'i',haq(?:(?:ee|i)|e)qi
words that start with string 'har' and end with string  'dil'  and 'az' and end with string 'z',har dil az(?:(?:ee|i)|e)z
words that start with string 'hasb' and contain substring ' e ' and end with string 'hish',hasb e kh(?:a[vw]ahish|[uw]ahish)
words that start with string 'has' and contain substring 'e' and end with string 'n',hasee?n
words that start with string 'h' and contain substring 'ash' and 'b' and end with string 'ash',hasha(?:sh basha|h bash)ash
words that start with string 'h' and contain substring and end with string 's',has[as]as
words that start with string 'h' and contain substring 'sl' and end with string 'wala',h(?:ausla?|osla)y wala
words that start with string 'haya' and contain substring 't e n' and end with string 'u' or 'o',haya(?:t e na?u|at e no)
words that start with string 'he' and contain substring 'r' and end with string 'a',he(?:raa?|era)
words that start with string 'h' and contain substring 'ra' and end with string 'n',h(?:a(?:[iy])?ran|eraa?n)
words that start with string 'h' and contain substring 'rat ang' and end with string 'z',h(?:airat angez|erat anga[ai]z)
words that start with string 'h' and contain substring 'rat za' and end with string 'da' or 'dah',h(?:airat zadah|e(?:erat zada|rat zadah))
words that start with string 'h' and contain substring 'day' and end with string 'at',h[aei]dayat
words that start with string 'h' and contain substring 'faz' and end with string 't',h(?:ifazaa?t|efazat)
